5784.1,11
625.166,1174.92,3.5285,625.254,1163.92,3.5285,627.792,1163.93,3.52858,627.789,1174.93,3.52858,2.58029,1,627.884,836.628,-6.27515,332.8
627.645,1174.97,3.52858,627.645,1163.97,3.52858,631.516,1163.97,3.52822,631.516,1174.97,3.52822,3.87097,3,627.645,1163.97,0,0
631.516,1174.97,3.52822,631.516,1163.97,3.52822,635.387,1163.97,3.52718,635.387,1174.97,3.52718,3.87097,3,627.645,1163.97,0,0
635.387,1174.97,3.52718,635.387,1163.97,3.52718,639.258,1163.97,3.52554,639.258,1174.97,3.52554,3.87097,3,627.645,1163.97,0,0
639.258,1174.97,3.52554,639.258,1163.97,3.52554,643.129,1163.97,3.52336,643.129,1174.97,3.52336,3.87097,3,627.645,1163.97,0,0
643.129,1174.97,3.52336,643.129,1163.97,3.52336,647,1163.97,3.52073,647,1174.97,3.52073,3.87097,3,627.645,1163.97,0,0
647,1174.97,3.52073,647,1163.97,3.52073,650.871,1163.97,3.5177,650.871,1174.97,3.5177,3.87097,3,627.645,1163.97,0,0
650.871,1174.97,3.5177,650.871,1163.97,3.5177,654.742,1163.97,3.51437,654.742,1174.97,3.51437,3.87097,3,627.645,1163.97,0,0
654.742,1174.97,3.51437,654.742,1163.97,3.51437,658.613,1163.97,3.51079,658.613,1174.97,3.51079,3.87097,3,627.645,1163.97,0,0
658.613,1174.97,3.51079,658.613,1163.97,3.51079,662.484,1163.97,3.50705,662.484,1174.97,3.50705,3.87097,3,627.645,1163.97,0,0
662.484,1174.97,3.50705,662.484,1163.97,3.50705,666.355,1163.97,3.5032,666.355,1174.97,3.5032,3.87097,3,627.645,1163.97,0,0
666.355,1174.97,3.5032,666.355,1163.97,3.5032,670.226,1163.97,3.49934,670.226,1174.97,3.49934,3.87097,3,627.645,1163.97,0,0
670.226,1174.97,3.49934,670.226,1163.97,3.49934,674.097,1163.97,3.49552,674.097,1174.97,3.49552,3.87097,3,627.645,1163.97,0,0
674.097,1174.97,3.49552,674.097,1163.97,3.49552,677.968,1163.97,3.49182,677.968,1174.97,3.49182,3.87097,3,627.645,1163.97,0,0
677.968,1174.97,3.49182,677.968,1163.97,3.49182,681.839,1163.97,3.48832,681.839,1174.97,3.48832,3.87097,3,627.645,1163.97,0,0
681.839,1174.97,3.48832,681.839,1163.97,3.48832,685.71,1163.97,3.48508,685.71,1174.97,3.48508,3.87097,3,627.645,1163.97,0,0
685.71,1174.97,3.48508,685.71,1163.97,3.48508,689.581,1163.97,3.48218,689.581,1174.97,3.48218,3.87097,3,627.645,1163.97,0,0
689.581,1174.97,3.48218,689.581,1163.97,3.48218,693.452,1163.97,3.47969,693.452,1174.97,3.47969,3.87097,3,627.645,1163.97,0,0
693.452,1174.97,3.47969,693.452,1163.97,3.47969,697.323,1163.97,3.47768,697.323,1174.97,3.47768,3.87097,3,627.645,1163.97,0,0
697.323,1174.97,3.47768,697.323,1163.97,3.47768,701.194,1163.97,3.47623,701.194,1174.97,3.47623,3.87097,3,627.645,1163.97,0,0
701.194,1174.97,3.47623,701.194,1163.97,3.47623,705.065,1163.97,3.47541,705.065,1174.97,3.47541,3.87097,3,627.645,1163.97,0,0
705.065,1174.97,3.47541,705.065,1163.97,3.47541,708.936,1163.97,3.47529,708.936,1174.97,3.47529,3.87097,3,627.645,1163.97,0,0
708.936,1174.97,3.47529,708.936,1163.97,3.47529,712.807,1163.97,3.47594,712.807,1174.97,3.47594,3.87097,3,627.645,1163.97,0,0
712.807,1174.97,3.47594,712.807,1163.97,3.47594,716.678,1163.97,3.47744,716.678,1174.97,3.47744,3.87097,3,627.645,1163.97,0,0
716.678,1174.97,3.47744,716.678,1163.97,3.47744,720.549,1163.97,3.47986,720.549,1174.97,3.47986,3.87097,3,627.645,1163.97,0,0
720.549,1174.97,3.47986,720.549,1163.97,3.47986,724.42,1163.97,3.48326,724.42,1174.97,3.48326,3.87097,3,627.645,1163.97,0,0
724.42,1174.97,3.48326,724.42,1163.97,3.48326,728.291,1163.97,3.48774,728.291,1174.97,3.48774,3.87097,3,627.645,1163.97,0,0
728.291,1174.97,3.48774,728.291,1163.97,3.48774,732.161,1163.97,3.49334,732.161,1174.97,3.49334,3.87097,3,627.645,1163.97,0,0
732.161,1174.97,3.49334,732.161,1163.97,3.49334,736.032,1163.97,3.50016,736.032,1174.97,3.50016,3.87097,3,627.645,1163.97,0,0
736.032,1174.97,3.50016,736.032,1163.97,3.50016,739.903,1163.97,3.50825,739.903,1174.97,3.50825,3.87097,3,627.645,1163.97,0,0
739.903,1174.97,3.50825,739.903,1163.97,3.50825,743.774,1163.97,3.5177,743.774,1174.97,3.5177,3.87097,3,627.645,1163.97,0,0
743.774,1174.97,3.5177,743.774,1163.97,3.5177,747.645,1163.97,3.52858,747.645,1174.97,3.52858,3.87097,3,627.645,1163.97,0,0
747.645,1174.97,3.52858,747.645,1163.97,3.52858,751.58,1163.97,3.54128,751.58,1174.97,3.54128,3.93443,3,627.645,1163.97,0,0
751.58,1174.97,3.54128,751.58,1163.97,3.54128,755.514,1163.97,3.55574,755.514,1174.97,3.55574,3.93443,3,627.645,1163.97,0,0
755.514,1174.97,3.55574,755.514,1163.97,3.55574,759.449,1163.97,3.57192,759.449,1174.97,3.57192,3.93443,3,627.645,1163.97,0,0
759.449,1174.97,3.57192,759.449,1163.97,3.57192,763.383,1163.97,3.58977,763.383,1174.97,3.58977,3.93443,3,627.645,1163.97,0,0
763.383,1174.97,3.58977,763.383,1163.97,3.58977,767.318,1163.97,3.60925,767.318,1174.97,3.60925,3.93443,3,627.645,1163.97,0,0
767.318,1174.97,3.60925,767.318,1163.97,3.60925,771.252,1163.97,3.63031,771.252,1174.97,3.63031,3.93443,3,627.645,1163.97,0,0
771.252,1174.97,3.63031,771.252,1163.97,3.63031,775.186,1163.97,3.65291,775.186,1174.97,3.65291,3.93443,3,627.645,1163.97,0,0
775.186,1174.97,3.65291,775.186,1163.97,3.65291,779.121,1163.97,3.67701,779.121,1174.97,3.67701,3.93443,3,627.645,1163.97,0,0
779.121,1174.97,3.67701,779.121,1163.97,3.67701,783.055,1163.97,3.70256,783.055,1174.97,3.70256,3.93443,3,627.645,1163.97,0,0
783.055,1174.97,3.70256,783.055,1163.97,3.70256,786.99,1163.97,3.72951,786.99,1174.97,3.72951,3.93443,3,627.645,1163.97,0,0
786.99,1174.97,3.72951,786.99,1163.97,3.72951,790.924,1163.97,3.75783,790.924,1174.97,3.75783,3.93443,3,627.645,1163.97,0,0
790.924,1174.97,3.75783,790.924,1163.97,3.75783,794.859,1163.97,3.78746,794.859,1174.97,3.78746,3.93443,3,627.645,1163.97,0,0
794.859,1174.97,3.78746,794.859,1163.97,3.78746,798.793,1163.97,3.81837,798.793,1174.97,3.81837,3.93443,3,627.645,1163.97,0,0
798.793,1174.97,3.81837,798.793,1163.97,3.81837,802.727,1163.97,3.8505,802.727,1174.97,3.8505,3.93443,3,627.645,1163.97,0,0
802.727,1174.97,3.8505,802.727,1163.97,3.8505,806.662,1163.97,3.88382,806.662,1174.97,3.88382,3.93443,3,627.645,1163.97,0,0
806.662,1174.97,3.88382,806.662,1163.97,3.88382,810.596,1163.97,3.91828,810.596,1174.97,3.91828,3.93443,3,627.645,1163.97,0,0
810.596,1174.97,3.91828,810.596,1163.97,3.91828,814.531,1163.97,3.95383,814.531,1174.97,3.95383,3.93443,3,627.645,1163.97,0,0
814.531,1174.97,3.95383,814.531,1163.97,3.95383,818.465,1163.97,3.99044,818.465,1174.97,3.99044,3.93443,3,627.645,1163.97,0,0
818.465,1174.97,3.99044,818.465,1163.97,3.99044,822.4,1163.97,4.02805,822.4,1174.97,4.02805,3.93443,3,627.645,1163.97,0,0
822.4,1174.97,4.02805,822.4,1163.97,4.02805,826.334,1163.97,4.06663,826.334,1174.97,4.06663,3.93443,3,627.645,1163.97,0,0
826.334,1174.97,4.06663,826.334,1163.97,4.06663,830.268,1163.97,4.10612,830.268,1174.97,4.10612,3.93443,3,627.645,1163.97,0,0
830.268,1174.97,4.10612,830.268,1163.97,4.10612,834.203,1163.97,4.14649,834.203,1174.97,4.14649,3.93443,3,627.645,1163.97,0,0
834.203,1174.97,4.14649,834.203,1163.97,4.14649,838.137,1163.97,4.18768,838.137,1174.97,4.18768,3.93443,3,627.645,1163.97,0,0
838.137,1174.97,4.18768,838.137,1163.97,4.18768,842.072,1163.97,4.22966,842.072,1174.97,4.22966,3.93443,3,627.645,1163.97,0,0
842.072,1174.97,4.22966,842.072,1163.97,4.22966,846.006,1163.97,4.27238,846.006,1174.97,4.27238,3.93443,3,627.645,1163.97,0,0
846.006,1174.97,4.27238,846.006,1163.97,4.27238,849.941,1163.97,4.31579,849.941,1174.97,4.31579,3.93443,3,627.645,1163.97,0,0
849.941,1174.97,4.31579,849.941,1163.97,4.31579,853.875,1163.97,4.35986,853.875,1174.97,4.35986,3.93443,3,627.645,1163.97,0,0
853.875,1174.97,4.35986,853.875,1163.97,4.35986,857.809,1163.97,4.40453,857.809,1174.97,4.40453,3.93443,3,627.645,1163.97,0,0
857.809,1174.97,4.40453,857.809,1163.97,4.40453,861.744,1163.97,4.44977,861.744,1174.97,4.44977,3.93443,3,627.645,1163.97,0,0
861.744,1174.97,4.44977,861.744,1163.97,4.44977,865.678,1163.97,4.49552,865.678,1174.97,4.49552,3.93443,3,627.645,1163.97,0,0
865.678,1174.97,4.49552,865.678,1163.97,4.49552,869.613,1163.97,4.54175,869.613,1174.97,4.54175,3.93443,3,627.645,1163.97,0,0
869.613,1174.97,4.54175,869.613,1163.97,4.54175,873.547,1163.97,4.58841,873.547,1174.97,4.58841,3.93443,3,627.645,1163.97,0,0
873.547,1174.97,4.58841,873.547,1163.97,4.58841,877.482,1163.97,4.63545,877.482,1174.97,4.63545,3.93443,3,627.645,1163.97,0,0
877.482,1174.97,4.63545,877.482,1163.97,4.63545,881.416,1163.97,4.68283,881.416,1174.97,4.68283,3.93443,3,627.645,1163.97,0,0
881.416,1174.97,4.68283,881.416,1163.97,4.68283,885.35,1163.97,4.73051,885.35,1174.97,4.73051,3.93443,3,627.645,1163.97,0,0
885.35,1174.97,4.73051,885.35,1163.97,4.73051,889.285,1163.97,4.77844,889.285,1174.97,4.77844,3.93443,3,627.645,1163.97,0,0
889.285,1174.97,4.77844,889.285,1163.97,4.77844,893.219,1163.97,4.82658,893.219,1174.97,4.82658,3.93443,3,627.645,1163.97,0,0
893.219,1174.97,4.82658,893.219,1163.97,4.82658,897.154,1163.97,4.87488,897.154,1174.97,4.87488,3.93443,3,627.645,1163.97,0,0
897.154,1174.97,4.87488,897.154,1163.97,4.87488,901.088,1163.97,4.9233,901.088,1174.97,4.9233,3.93443,3,627.645,1163.97,0,0
